sat,scholarship,gpa
1140,0,2.0320001
1860,0,2.0239999
1090,1,2.1200001
1560,0,2.1600001
700,0,1.904
2090,1,2.408
1640,0,1.992
2170,1,3.1900001
2400,1,3.74
1860,0,2.296
690,0,1.944
1690,0,2.168
2110,1,3
1260,0,2.0639999
2210,1,3.0799999
2360,1,3.24
1550,0,2.0320001
1630,0,1.6959999
960,0,1.8799999
2160,1,2.4400001
1500,0,2.3840001
730,0,1.4
1930,0,1.9680001
1630,0,1.9680001
980,0,1.728
2400,1,3.96
1360,0,1.8879999
1980,0,1.6159999
1130,0,1.984
2130,1,3.04
900,0,1.832
1550,0,2.056
1010,0,1.784
1620,0,1.8
620,0,2.152
2260,1,2.97
2240,1,2.8399999
1930,0,1.872
1250,0,1.9760001
1560,0,2.072
1040,0,1.9760001
650,0,1.632
1910,0,2.6399999
600,0,2
2290,1,3.02
2080,0,2.2
2290,1,3.6900001
1990,0,1.3279999
1580,0,1.8959999
2090,0,2.1440001
1290,0,1.992
1240,0,2.1200001
2360,1,3.0999999
1740,0,1.808
1730,0,2.5280001
1550,0,1.944
2230,1,2.8399999
1240,0,1.488
1920,0,2.0479999
720,0,2.4000001
1680,0,2.24
1540,0,2.112
1870,0,2.184
2280,0,2.3199999
1460,0,1.904
1620,0,1.8799999
1060,1,1.4319999
1750,0,2.056
1670,0,2.04
2350,1,3.1099999
1860,0,2.3440001
2060,0,2.3200002
1150,0,2.424
770,0,1.8
1780,0,2.056
1090,0,2.0079999
1230,0,1.96
1090,0,2.1200001
2400,1,2.8800001
1750,0,2.112
2020,1,2.6399999
2090,0,2.2639999
1030,0,1.6799999
1440,0,2.1440001
910,1,1.9760001
930,0,2.1200001
2230,0,2.8199999
1300,0,2.1360002
2380,1,2.72
1400,0,1.9760001
820,0,2.016
1180,0,1.824
1460,1,1.832
750,0,2.152
610,0,1.608
2090,0,1.8399999
770,0,1.9760001
690,0,1.552
660,0,1.1359999
760,0,1.7040001
1410,1,1.816
990,0,2.0879998
1030,0,2.152
1340,1,1.8879999
1410,0,1.8559999
2300,1,2.9300001
760,0,2.04
730,0,1.7360001
2180,0,3.1099999
1250,0,1.9280001
2350,1,2.6700001
1630,0,1.8879999
600,0,1.944
650,0,1.392
2100,1,3.05
1620,1,1.9680001
1730,0,2.0479999
1980,1,1.984
1960,0,1.832
1760,0,1.8479999
1240,1,1.7120001
1540,0,2.24
1180,0,2.3759999
2290,1,2.7
730,1,2.0639999
1670,0,1.8959999
1250,0,1.72
700,0,2.0799999
1100,0,2.312
2080,1,2.2
670,0,1.52
820,1,2.056
1290,0,1.832
1270,0,1.904
650,0,1.7040001
2140,1,3.27
1650,0,1.816
1450,0,2.2319999
2340,1,3.1800001
2270,1,2.96
960,0,1.52
1920,0,1.64
1040,0,2.1200001
1000,0,1.7520001
2320,1,3.26
600,1,2.04
770,0,1.536
1220,0,2.096
2330,1,3.04
1490,1,2.592
1330,1,2.1200001
1920,0,2.2160001
1620,0,2.016
1020,0,2.24
760,0,1.9760001
1270,0,1.6
2310,1,2.53
1030,0,1.784
2180,1,3.1900001
1540,0,1.6719999
910,0,1.608
2380,1,2.47
1300,0,1.7520001
630,0,1.9760001
1890,0,2.464
1330,0,1.944
1170,0,2.168
1460,0,1.9120001
2070,0,2.3600001
2320,1,2.51
1470,0,1.8959999
880,1,1.6799999
930,0,1.4
870,0,2.2
2220,1,2.5899999
980,0,1.8879999
800,0,2.0799999
1080,0,1.944
940,0,1.808
600,0,1.6799999
1590,0,1.8
610,1,1.784
930,1,2.0079999
2060,0,2.368
1240,1,2.2319999
1250,0,1.9200001
1860,0,2.152
1320,0,1.8959999
2070,0,1.7040001
2060,1,2.464
1790,0,2.04
2160,1,2.72
600,0,1.904
2010,0,2.296
930,0,2
1970,0,2.3200002
920,0,1.776
1150,0,2.0879998
1460,0,1.9360001
1720,0,1.9680001
620,0,2.24
790,0,1.984
1240,0,1.9120001
2120,1,2.6800001
2160,1,2.3699999
2230,0,2.74
810,0,1.96
2250,1,2.96
1420,0,1.648
1180,0,2.24
1030,0,2.2
1760,0,2.4319999
1350,0,1.952
1380,0,1.3840001
2400,1,3.28
890,0,2.3040001
750,0,2
2160,1,2.7
2260,1,2.8399999
2120,1,3.1700001
730,1,2.0799999
1520,0,2.0879998
600,0,1.8479999
1480,0,1.9680001
2050,0,2.2160001
880,0,2.04
1630,0,1.984
2000,0,2.0639999
2400,1,3.1600001
1600,0,1.832
1900,0,2.352
760,0,2.24
600,1,2.0320001
2140,1,2.8599999
2330,1,3.04
1070,0,2.4559999
2120,1,3.24
2170,1,2.96
2390,1,3.6800001
1140,0,1.7920001
1230,0,2.016
1060,0,1.72
1840,0,2.28
2310,1,3
620,0,2.4000001
1670,0,1.952
1390,0,1.624
1610,0,1.6959999
1000,0,1.864
1630,0,2.2639999
2110,1,2.55
1100,0,1.512
1440,0,2.352
730,0,2.2639999
1460,0,1.992
1880,0,2.2160001
1890,1,2.3759999
780,0,2.0079999
1950,0,1.9680001
1210,0,1.944
1110,0,1.9680001
1930,0,2.056
1580,0,1.6639999
2230,1,3.1500001
920,0,1.832
1550,0,2.4159999
1060,0,1.8399999
1370,1,2.096
1810,0,2.296
1470,0,1.768
2150,1,3
2110,1,2.9400001
2350,0,2.6800001
2090,0,2.368
1060,0,1.96
1180,0,1.816
730,1,2.4319999
930,0,1.952
1820,0,2.1200001
1410,0,1.7120001
1620,0,2.0479999
2020,0,1.9680001
2000,1,2.1600001
1770,0,2.1600001
1360,0,1.6639999
1010,0,2.152
1210,0,1.7520001
720,0,1.584
1720,0,1.7360001
2350,1,3.0799999
1110,0,2.152
1280,0,1.76
1560,1,1.9280001
1130,1,2.04
650,0,2.1200001
1300,0,1.9680001
600,0,1.6639999
1350,0,1.8799999
780,0,2.152
1740,0,1.7920001
650,0,2.0079999
2100,1,3.04
720,0,2.2160001
2210,1,3.3299999
690,0,1.552
2290,1,2.8399999
910,0,1.688
1810,0,2.2479999
1800,0,2.1040001
620,0,1.9200001
880,0,1.9360001
740,0,1.7360001
1480,1,2.1360002
970,0,1.768
2400,1,2.73
1410,0,1.6559999
1300,0,1.944
1520,0,2.3440001
2050,0,2.0879998
1870,0,2.2879999
2380,1,3.0999999
1140,0,1.6719999
910,0,2.1200001
640,0,1.76
750,0,1.448
1890,0,2.4000001
1760,0,1.808
1960,0,2.096
1060,0,1.7040001
1130,0,1.784
2120,0,2.1700001
2380,1,2.73
820,0,1.864
2040,0,2.296
1760,0,2.0639999
2280,1,2.8499999
750,0,1.864
1770,0,1.776
1820,0,2.3440001
2240,1,2.95
640,0,2.0479999
1070,0,2.096
610,0,1.9680001
2160,1,2.4100001
1010,0,2.3200002
2220,1,2.8299999
1150,0,1.5600001
980,0,2.016
2020,0,2.1440001
720,0,2.2079999
1330,0,2.0320001
950,0,1.808
1150,0,1.8479999
1150,0,1.8
880,0,1.776
1720,0,2.056
910,0,1.944
1310,0,1.8399999
1760,0,1.6639999
2360,1,2.3
1080,0,2.072
700,0,2.152
2120,1,2.8499999
1290,0,2
960,0,1.8399999
1770,0,1.8799999
1110,0,2.1360002
2080,0,1.904
2260,1,2.55
1490,0,2.4719999
2290,1,3.1199999
1510,0,2.128
730,0,1.872
2070,0,2.0639999
2130,1,2.96
1240,0,2
1120,0,1.632
2400,1,3.54
2110,1,2.8800001
1160,0,2.1600001
950,0,1.2640001
950,0,2.0799999
2210,1,2.5899999
1740,0,1.9760001
980,0,1.984
650,0,1.512
1570,0,2.24
1110,0,1.9360001
1000,0,1.984
2260,1,3.1300001
2230,1,2.6400001
990,0,1.8959999
870,0,1.6559999
2300,1,2.6500001
2370,0,3.0599999
1130,0,1.8959999
680,0,1.9360001
1850,0,1.96
2140,0,3.0599999
1570,0,2.2879999
2180,1,3.1700001
680,0,1.872
1450,0,2.072
2340,1,2.6099999
880,0,1.816
1130,0,1.4399999
1710,0,2.0879998
2400,1,3.04
2250,0,2.9000001
1990,1,2.4159999
1940,0,2.0879998
1690,0,2.5040002
2300,1,2.21
1200,0,1.992
960,0,1.816
1810,0,2.296
1170,0,1.832
1990,1,2.2639999
2320,0,3.02
1110,0,1.36
2220,1,2.3199999
2040,1,2.5040002
840,0,1.688
1990,1,1.872
1490,0,2.0479999
800,0,2.152
2150,1,2.7
2080,1,1.952
2050,0,2.2719998
1900,0,2.2719998
1390,0,1.608
1490,0,1.8399999
840,1,2.3200002
1490,0,1.5039999
2360,1,3.4400001
1840,0,2.256
1030,0,1.5039999
670,1,1.8879999
1590,0,2.072
2170,1,2.95
1350,0,1.8799999
1720,0,2.3280001
1090,1,2.184
1980,0,2.5599999
1070,1,2.392
1020,1,2.168
1100,0,1.9360001
650,0,2.0639999
960,0,1.9760001
690,0,1.8959999
850,0,2.296
1730,0,2.368
930,0,2.0479999
1670,0,2.0320001
1380,0,1.768
600,0,1.4560001
1390,0,1.8399999
970,1,2.1360002
2070,0,2.24
1300,0,2.056
2400,1,3.1400001
1950,0,1.952
2040,1,2.4000001
1550,0,2.24
2070,0,2.368
1920,0,2.312
2280,1,2.8699999
1030,0,2.28
2350,1,3.03
1250,0,2.4319999
960,1,1.9360001
1290,0,1.9360001
2370,1,3.03
1080,0,1.9200001
1250,0,1.9760001
1260,0,2.056
1130,0,1.728
610,0,1.8799999
1070,0,2.0320001
1540,1,2.0320001
1500,0,1.632
1800,1,2.5599999
2330,1,3.1500001
2210,1,3.02
1150,0,1.376
2060,0,2.1440001
610,0,2.0479999
1760,1,2.096
2200,1,3.6400001
940,0,1.944
2350,1,3.1600001
2000,0,2.256
1170,0,2.2
640,0,1.392
2340,1,3.0599999
1090,0,1.72
1470,1,2.184
610,0,1.7520001
2260,1,3.3199999
2040,0,1.8
1080,0,2.24
1580,0,1.8559999
1170,0,1.576
940,0,2.072
1420,0,1.864
1230,0,1.952
2120,1,3.48
1660,0,2.2
1070,0,2.056
2130,1,3.6199999
2000,1,2.552
2340,0,2.96
680,0,2.296
1850,0,1.336
1720,0,1.9680001
2040,1,2.3600001
1430,0,2.2319999
1590,0,1.608
650,0,2.256
2300,1,2.51
1340,0,1.832
1400,0,1.9680001
2070,1,1.9360001
2010,0,1.7040001
630,0,1.648
2250,1,3.9100001
1190,0,2.1200001
1390,0,1.824
1000,0,1.784
970,0,2.096
2220,1,2.54
600,0,1.784
700,0,1.9760001
2090,0,1.944
2240,1,3.4300001
1580,0,1.8879999
1250,0,2.5120001
620,1,1.9360001
2120,1,3.0899999
1700,0,1.4960001
1420,0,1.9360001
1230,0,1.7920001
2020,0,2.1760001
1940,0,2.1919999
1770,0,2.0239999
840,0,1.864
2230,1,2.71
1170,0,1.8479999
1280,0,1.8879999
1680,0,1.608
1460,0,1.9200001
2320,1,2.6800001
1770,0,2.0799999
1760,0,1.984
1510,0,2.128
1700,0,1.9360001
1160,0,2.312
1400,0,2.4319999
1980,0,1.7920001
2340,1,3.1099999
1500,0,2.312
1030,0,1.9680001
1250,0,1.9360001
1790,0,2.256
1910,0,1.9680001
720,0,2.056
2030,0,2
1810,0,2.0879998
790,0,1.7440001
1930,0,1.9680001
870,0,2.1200001
1300,0,2.256
1950,0,1.52
1950,0,2.4159999
1420,0,2.2639999
1450,0,2.0079999
1370,0,2.2879999
820,0,2.224
2370,1,2.5699999
1760,0,2.3280001
1680,0,2.0799999
1410,0,1.4560001
1960,0,2.2879999
1260,0,2.3200002
1890,0,2.2879999
2240,1,3.5699999
1510,1,2.392
1300,0,2.0320001
1730,0,2.04
680,0,2.368
2020,0,2.28
1720,0,2.2160001
1340,0,1.824
1370,0,1.9680001
1010,0,1.768
1870,0,2.2
1130,0,1.9280001
1160,1,2.2639999
1150,0,1.9760001
1130,0,1.5439999
1350,0,1.72
1480,0,2.0320001
1440,0,1.536
2230,0,3.04
760,0,2.0239999
1350,0,1.904
1960,0,2.28
2300,1,3.1400001
2260,1,3
2080,0,1.9360001
1810,0,2.1440001
1340,0,2.184
2200,1,3.0999999
1110,0,2.0879998
2190,0,2.5999999
1280,0,1.7440001
1100,1,1.9360001
2090,0,2.3280001
1810,0,2.1360002
1880,0,2.128
1880,0,2.1360002
830,0,2.072
1260,0,1.7520001
1400,0,2.0639999
1730,0,2.04
2230,1,2.8900001
1340,0,1.6719999
1480,0,1.8479999
1250,0,1.6799999
890,0,1.8
800,0,2.0079999
1500,0,1.984
1330,0,2.016
1430,1,1.7920001
1910,0,2.2319999
870,0,1.9680001
1220,0,1.6799999
1690,0,2.28
1140,0,2.168
1300,0,1.952
830,0,1.8799999
680,0,2.056
1570,0,1.864
1630,0,2.4559999
1650,0,1.96
1960,0,1.9280001
1720,0,1.8879999
1290,0,2.2719998
1990,0,1.952
1900,0,2.1440001
1270,0,1.8559999
2200,1,3.3199999
2360,0,3.25
1950,0,2.2
1490,0,1.784
670,0,1.8879999
970,0,1.6719999
2370,1,2.99
1270,0,2.1600001
1230,0,2.0799999
1580,1,2.224
1070,0,1.536
1380,0,1.9200001
740,0,1.288
2140,0,2.99
1790,1,2.5680001
1130,0,2.392
2110,1,2.45
1970,0,2.1440001
740,0,1.592
2130,1,3.1500001
1610,0,2.0079999
1600,0,1.7440001
800,0,1.6799999
2150,1,2.8699999
1420,0,2.0079999
1990,0,2.1600001
1060,0,1.832
1030,0,1.992
1900,0,2.3440001
1360,0,2.128
2220,1,2.4200001
700,0,2.04
1400,0,1.8399999
2230,1,3.28
1980,0,1.9680001
660,0,2
640,1,1.944
1070,0,2.3759999
1480,0,2.0320001
760,0,2.224
620,0,1.832
770,0,1.64
1990,0,2.368
1570,0,1.992
770,0,1.6799999
1620,0,1.816
870,0,2.0320001
1060,0,2.2479999
1170,0,1.592
2390,1,3.22
660,0,1.8799999
1260,0,1.7360001
780,0,1.408
1060,0,1.904
1060,0,2.168
2100,1,2.6700001
1820,0,2.8799999
1750,0,2.1040001
1940,1,2.2
1360,0,2.368
2300,1,2.71
1150,1,1.816
2060,0,2.336
780,0,1.824
1080,0,2.224
1420,0,2.24
880,0,1.6959999
1740,0,1.984
1620,0,1.96
2270,1,2.98
2000,0,2.5680001
1570,0,2.336
1380,0,2.2479999
820,0,1.4560001
1600,0,2.152
1440,0,2.536
2060,0,2.0239999
1130,0,1.8799999
1560,0,1.7040001
670,0,1.536
670,0,2.016
1940,0,2.096
1260,0,1.7040001
1410,1,2.0879998
1990,0,1.488
1540,0,1.7440001
1090,0,1.488
600,1,2.312
1670,0,2.0320001
2000,0,2.04
1430,0,1.864
2400,1,2.8299999
1920,0,1.8479999
2000,0,2.0799999
750,0,1.5680001
980,0,1.904
1750,0,1.528
1160,1,2.3840001
2160,1,3.27
1850,0,1.9120001
610,0,1.6639999
1980,0,2.1600001
1160,0,1.9280001
890,0,1.864
1520,0,2.0639999
720,1,2.072
1460,0,1.8799999
1690,0,2.4000001
920,0,2.224
1950,0,2.392
880,0,1.904
1610,1,2.408
1450,0,1.952
2150,1,2.6600001
2390,1,2.9100001
840,0,2.2639999
1190,0,1.9680001
1190,0,1.904
1260,0,2.0320001
1730,0,2.1440001
1530,0,2.0079999
1350,0,1.992
1770,0,2.0879998
1130,0,2.056
1970,0,1.8879999
2270,1,3.01
2090,0,1.9120001
1630,0,1.96
1560,1,1.808
1570,0,2.336
1230,0,1.9200001
1840,0,2
770,1,2.168
1530,0,1.9360001
1730,0,1.984
2110,1,2.6900001
2220,1,2.6800001
810,0,1.9120001
1090,0,2.2639999
1540,0,2.1440001
1550,1,2.336
810,1,1.48
2340,1,2.73
1520,0,1.776
890,0,2.1919999
1550,0,2.1360002
2380,1,2.99
2050,0,1.8479999
1240,0,2.184
1310,0,1.6959999
1390,0,2.0639999
1070,0,2.0239999
2140,1,2.0999999
870,0,1.5039999
2230,1,3.01
1460,0,1.7520001
860,0,1.8879999
1940,0,1.992
2360,1,2.8499999
1060,1,2.1440001
1040,0,2.04
810,0,2.24
2330,1,3.0799999
1340,0,1.7120001
1560,1,2.168
1080,0,2.4319999
2400,1,3.1900001
1940,0,2.424
990,0,1.9360001
1660,0,2.2160001
1790,0,2.5120001
2320,1,3.1099999
2110,1,2.6800001
1820,0,2.168
1030,0,1.6639999
1240,1,2.2879999
1080,0,1.9200001
1620,0,2.2719998
1470,0,1.992
1950,0,2.2719998
810,0,2.0079999
1260,0,1.832
1260,0,2.1760001
1340,0,1.9680001
2400,1,2.8099999
2120,1,2.9400001
1630,0,2.2160001
1170,0,2
2320,0,2.6199999
610,0,1.9200001
920,0,1.728
1110,0,2.2319999
1220,0,2.424
1730,0,2.28
1830,0,1.8
1400,0,1.528
2220,1,2.3499999
1420,1,2
940,0,2.168
1130,1,2.0320001
650,0,1.7120001
2170,1,2.79
1830,0,2.016
2040,0,2.056
2260,1,3.3
2120,1,2.6400001
1250,1,2.0799999
1600,0,2
1650,0,2.0799999
1250,0,2.056
1040,0,1.624
2000,0,2.0239999
760,0,1.464
790,0,2.312
1160,0,2.3200002
1190,0,1.6799999
1060,0,1.9120001
1560,0,1.9120001
860,0,2.0639999
1160,0,1.7360001
1330,0,2.392
2290,1,3.03
1650,0,1.296
1080,0,2.2079999
960,0,1.584
1090,0,1.832
1790,0,2.096
1100,0,1.9120001
2060,0,2.3600001
1560,1,2.336
1120,0,1.8559999
1880,0,1.9760001
2240,1,2.8499999
2160,0,2.98
1130,0,2.6240001
1420,0,1.816
2010,0,2.3840001
1730,0,2.2639999
1290,0,1.952
2050,0,2.1600001
2070,0,2.48
1770,0,2.3200002
1610,0,2.0879998
1310,1,2.2639999
930,0,1.76
1850,0,2.0639999
1130,0,2.0320001
1670,0,2.096
1730,0,2.056
1850,0,1.776
1460,0,2.016
1030,0,1.8559999
1090,0,1.776
2250,1,2.8099999
1480,0,1.9120001
1580,0,2.28
1130,0,1.728
1760,0,1.48
2240,1,2.78
2290,1,2.71
1030,1,2.1360002
910,0,1.864
1620,0,2.1440001
2210,1,2.4300001
660,0,1.9360001
1770,0,2.392
2180,1,2.8900001
1260,0,1.7120001
1830,0,2.464
1860,0,1.8879999
1730,0,2.1360002
1710,0,1.7120001
1020,0,1.5039999
1930,1,1.768
1410,0,1.6639999
1640,0,2.056
2200,1,3.45
2000,0,2.112
790,0,2.04
1100,0,1.9200001
1830,0,1.9760001
2380,1,2.79
1010,0,1.624
750,1,2.1040001
1720,0,1.776
680,0,2.2160001
1510,0,1.9760001
1590,0,1.7040001
1180,0,2.224
1100,0,2.224
1970,0,1.952
1410,0,1.984
1150,0,1.8799999
1840,0,1.8479999
1540,0,1.6559999
1960,0,2.1040001
790,1,2.072
870,0,2.2319999
2160,1,2.6500001
1980,0,1.9760001
1490,0,2.4559999
1580,0,1.8799999
2210,1,3.22
2050,0,2.0239999
960,0,1.76
2180,1,2.5799999
1770,0,2.256
2290,0,2.6600001
2130,1,3.8399999
2320,1,2.8399999
1620,0,2.3440001
1360,0,1.8
640,0,1.784
1130,0,1.64
1340,0,1.944
760,0,1.9200001
2160,0,2.73
1880,0,2.016
2010,0,2.184
1820,0,1.944
710,0,1.8
1520,0,1.984
1860,0,2.0879998
920,1,1.952
1430,0,1.7520001
1190,0,2.3840001
1770,0,1.992
1420,1,1.7360001
830,0,1.5039999
2360,1,3.49
2070,0,2.6399999
1470,0,1.832
1550,0,1.8
1460,1,1.9120001
1730,0,2.056
1150,0,2.152
1110,0,1.992
1190,0,2.3600001
2400,1,3.5599999
1440,0,2.2079999
2340,1,3.27
2080,0,1.984
1490,0,1.9280001
710,0,2.28
670,0,1.76
2200,1,3.3699999
1240,0,1.528
900,0,1.648
970,0,1.728
1120,0,1.608
1550,0,1.6639999
1620,0,1.8559999
1250,0,1.8399999
610,0,2.4000001
930,0,1.8479999
2260,1,3.27
640,0,1.9280001
670,0,1.784
740,0,1.9360001
1980,0,2.368
1660,0,1.8399999
2240,1,2.75
1820,0,2.3600001
1650,0,1.944
1520,0,2.184
1120,0,1.784
1830,1,2.4159999
2130,1,2.75
1530,0,1.4319999
1930,0,2.2719998
1370,0,2.1760001
1390,0,1.584
1540,1,2.2479999
1270,0,1.9200001
1430,0,1.9280001
1130,0,2.1760001
2220,1,3.4200001
670,0,2.0639999
990,1,2.28
2150,1,2.6700001
680,0,1.8879999
890,0,1.9120001
610,0,2.424
1870,0,2.1440001
690,1,2.152
1740,0,1.816
2220,1,3.1400001
2040,0,2.448
2290,1,3.4100001
720,0,1.6799999
1730,0,2.28
1080,0,1.7120001
1100,0,2.1919999
2240,1,3.1199999
1940,0,1.688
2080,0,2.336
1290,0,1.6
1670,1,2.5040002
1450,0,1.784
2070,0,2.1440001
1170,1,2.3040001
770,0,1.728
1390,0,1.8559999
1670,0,1.6639999
1590,0,1.9760001
660,0,1.952
2030,0,2.184
2110,1,2.78
1620,0,2.1360002
2400,1,2.75
1090,0,1.864
1660,0,1.8559999
1010,0,2.3440001
2060,0,1.832
1990,0,1.768
2280,1,3.0699999
900,0,2.2639999
860,0,2.0639999
1790,0,2.2319999
780,0,1.864
1990,0,2.096
600,0,1.768
1320,0,2.04
1780,1,2.2160001
1270,0,1.824
1170,0,1.6159999
880,0,2.0479999
1900,1,2.1040001
1000,0,1.9280001
2170,1,3.3
1780,0,1.808
630,0,1.9680001
700,0,1.872
1140,0,1.3199999
2330,1,2.8499999
1510,0,2.536
1080,0,1.776
1910,0,2.1040001
1120,0,2.016
1780,0,1.536
1370,0,1.688
1700,0,2.6159999
910,0,1.768
1820,0,2.1040001
800,0,1.9760001
930,0,2.3040001
1780,0,2.1040001
2020,0,2.424
1050,0,1.584
1270,0,2.096
2370,1,2.72
1080,0,1.944
2230,1,2.6800001
1150,0,1.864
1870,0,1.8559999
1330,0,1.648
810,0,1.784
1120,0,1.864
1780,0,2.3440001
1540,0,1.8959999
1460,0,1.8959999
1780,0,2.1200001
880,0,1.808
950,0,1.48
870,0,1.536
2250,1,2.9200001
2230,1,2.74
790,1,2.3440001
1480,0,1.832
1050,1,1.864
2200,0,3.0599999
2070,0,2.04
1120,0,1.8959999
1690,0,1.808
660,0,2.3600001
960,0,1.944
1490,0,2.184
770,0,1.9200001
780,0,1.552
1890,0,1.784
920,1,2.2639999
1000,0,1.7520001
1020,0,2.1600001
2360,1,3.3299999
1680,0,2.016
2110,1,3.0899999
2110,1,2.9400001
1050,0,2.0320001
1520,0,1.904
1410,0,1.776
1630,0,2.536
1890,0,2.1040001
1010,0,1.7040001
1820,0,1.408
2340,1,2.78
1370,0,1.808
660,0,1.96
1210,0,2.6719999
1170,0,1.984
1580,0,1.9680001
650,0,2.2319999
1260,0,1.728
1750,0,2.312
880,1,1.824
800,0,1.7920001
600,0,1.624
930,0,1.9760001
1980,1,2.448
2290,1,3.1800001
2190,1,3.01
2160,1,3.3199999
790,0,1.7360001
1220,0,2.392
1840,0,2.28
2220,1,3.05
1570,0,1.864
1100,0,2.352
1960,1,2.2879999
2030,0,1.96
2200,1,2.6099999
2040,0,2.056
780,0,2.168
1170,1,2.1040001
1210,0,2.0879998
1990,0,2.3280001
1000,0,2.0320001
2030,0,1.6159999
1100,0,1.808
2220,1,3.5999999
1440,0,2.2639999
1690,0,2.4159999
1990,0,2.224
1630,0,2.016
1430,0,2.1919999
2130,1,2.9200001
1780,0,2.352
1700,0,2.1440001
2160,1,3.23
1860,0,1.776
860,0,2.2319999
2110,1,2.5999999
2150,1,2.4200001
1140,0,2.168
1530,0,1.7040001
670,1,2.52
1190,0,1.648
2170,1,2.8699999
2350,1,3
1500,0,1.9760001
820,1,2.3600001
1540,0,2.056
1600,0,2.5280001
2290,1,2.75
1360,0,2.256
1600,0,1.8399999
1510,0,2.4959998
2310,1,2.1700001
1260,0,1.8879999
940,0,2.1040001
1730,0,2.0639999
1960,0,2.3280001
1140,1,2.184
620,1,2
1570,0,2.2479999
1650,0,2.0079999
2090,0,1.8479999
2220,1,2.3299999
2280,1,3.0899999
900,0,1.872
1880,1,2.168
2330,1,2.6199999
2080,0,2.1760001
1320,0,1.64
2070,0,1.688
2080,0,1.808
2270,1,3.02
2320,1,3.1400001
1840,0,1.8879999
2350,1,2.9200001
650,0,1.7120001
620,0,2.04
1780,0,1.9360001
2060,0,1.808
2070,0,1.984
690,1,1.296
1000,0,2.0879998
1440,0,1.6559999
890,0,1.6959999
1140,0,1.536
1570,0,1.488
820,0,2.0879998
1160,0,1.8879999
1820,0,1.96
1270,0,1.6719999
1160,1,1.648
1530,0,2.408
1980,0,2.552
750,0,2.0879998
830,0,2.1200001
1370,0,1.904
1290,0,1.5680001
2040,0,2.2079999
640,0,2.2
1840,0,2.1440001
1730,0,1.9360001
2400,1,3.1099999
1560,0,2.072
1620,0,2.368
640,0,1.992
2380,1,3.2
1550,0,1.488
1230,1,2.0320001
1590,0,2.1440001
1070,0,2.0479999
1550,0,1.9200001
1390,0,1.9280001
2260,1,3.1199999
930,0,2.072
2260,1,3.4300001
2360,1,2.7
2270,1,3.22
950,0,1.7440001
1130,1,2.0879998
2180,1,3
690,0,2.2479999
1290,0,2.1360002
2390,1,3.48
2320,1,2.99
1310,0,1.9120001
1370,0,1.6
1860,0,2.0079999
2130,1,3.29
1700,0,1.952
2030,0,2
1710,0,1.8479999
1670,0,2.0320001
2240,1,3.1600001
650,0,1.9120001
900,0,2.2479999
2020,0,2.0320001
1830,0,1.8879999
1230,0,1.992
1780,0,2.2479999
1680,0,1.512
2400,0,2.71
1300,0,1.9280001
1920,1,2.48
650,0,1.7440001
930,0,2.04
1420,0,1.5680001
2240,0,2.95
1880,0,2.3040001
1180,0,1.6719999
700,0,1.52
2180,1,3.4000001
920,0,1.5439999
1970,0,2.056
2150,1,2.6199999
2060,0,2.3440001
2170,1,2.74
1500,1,2.352
2180,1,3.0799999
1610,0,2.0239999
2160,1,2.95
2330,1,2.5899999
1930,0,2.256
1760,0,1.768
1240,0,1.552
1680,0,2.1600001
1760,0,2.4719999
1580,0,2.0239999
1620,0,1.952
2240,1,2.9300001
1390,0,1.6
2310,1,3.46
1940,0,1.9360001
1750,0,2.408
1300,0,1.7920001
1220,0,1.824
1890,0,2.152
1390,0,2.296
1170,0,2.0320001
690,0,1.952
1380,0,2.1919999
2360,1,3.0599999
1750,0,2.112
710,0,1.72
760,0,2.1360002
1170,0,1.808
1430,0,1.816
1940,0,2.2079999
1000,0,2.0879998
2140,1,3.1600001
2170,1,2.96
1430,0,2.312
1160,0,2.0479999
1210,0,1.816
2190,1,2.6199999
1320,0,1.8879999
2360,1,3.1300001
850,0,2.3200002
780,0,2.056
1590,0,2.168
1740,0,2.0320001
1080,0,1.7360001
1540,0,1.7120001
880,0,1.9120001
1790,0,2.112
1890,0,1.992
2330,1,3.79
1290,0,1.6719999
830,0,1.632
1690,0,2.2160001
1000,0,2.2319999
2070,0,2.2319999
2150,1,2.8599999
1810,0,2.1919999
2010,0,1.8879999
2130,1,3.3
1610,0,2.0239999
1580,1,1.984
2120,1,3.3
1720,0,2.2639999
1570,0,1.768
1410,1,2.6959999
1660,0,2.04
1610,0,2.2639999
810,0,1.7920001
1050,0,2.0239999
1570,0,2.184
2350,0,2.6199999
600,0,2.0639999
1730,0,2.0239999
2390,1,3.1800001
1580,0,1.872
750,0,1.872
2230,1,2.8699999
960,0,1.872
1190,0,1.4560001
710,0,1.8879999
1660,0,2.2
1670,0,2.3280001
2370,1,3.1700001
710,1,1.808
640,0,2.0479999
2020,0,2.4319999
1440,0,1.6799999
2200,0,2.9300001
2010,0,2.2479999
1460,0,2.5280001
640,0,2.3200002
1930,0,2.52
700,0,1.9760001
600,0,2
2310,1,3.6300001
1160,0,2.016
640,0,1.488
1060,0,2.4400001
1430,0,2.368
1730,0,2.2479999
2310,1,3.3
2380,1,3.3
1810,0,1.6559999
1510,0,2.2160001
1020,0,2.6959999
1060,0,1.8479999
1440,0,2.2160001
1640,0,2.0479999
2340,1,2.5899999
980,0,1.984
